10923,3.004683,0,333.6351,0.05793544,398.8519,-0.002200808,0.6313946,0.001791954,0.7754565,0.1432395,0.03118537,1.965732E-10,
10923,3.09929,0,333.6351,0.05569388,398.8519,-0.001822648,0.6313955,0.001484051,0.7754574,0.00381016,0.0008294,8.619125E-12,
10923,3.200405,0,333.6351,0.05708522,398.8519,-0.001931105,0.6313953,0.001572348,0.7754572,0.03314792,0.007215997,-2.335715E-11,
10923,3.301032,0,333.6375,0.05787057,398.8524,-0.002061247,0.6313006,0.001677044,0.7755337,0.1196033,0.02603329,-2.524444E-08,
10923,3.402145,0,333.649,0.05768361,398.8548,-0.002035645,0.631139,0.001655832,0.7756653,0.3801742,0.08272398,-4.886978E-08,
10923,3.503382,0,333.6792,0.05739214,398.8611,-0.00196393,0.6309981,0.001596525,0.7757803,0.888683,0.1933157,-1.934313E-07,
10923,3.604126,0,333.7343,0.05727508,398.8726,-0.001935784,0.6309196,0.001573958,0.7758442,1.449988,0.3153662,-8.243607E-08,
10923,3.705889,0,333.8336,0.05720999,398.8932,-0.001945987,0.6310655,0.001583986,0.7757255,2.149837,0.4677115,4.747087E-07,
10923,3.806324,0,333.9471,0.05711585,398.9147,-0.001955225,0.6315697,0.001560166,0.775315,2.780086,0.6054006,-2.235389E-05,
10923,3.908078,0,334.0898,0.08814687,398.9318,0.01805908,0.6341428,0.007682793,0.7729669,0.04754448,3.595377,0.09101751,
10923,4.009773,0,334.2502,0.1130246,398.9377,0.02576078,0.6396192,0.005864099,0.7682378,0.08628164,3.735972,0.1129407,
10923,4.110888,0,334.4272,0.111418,398.9273,0.01916982,0.6491711,-0.008092776,0.7603577,0.1182963,4.215452,0.03755125,
10923,4.211945,0,334.6423,0.1237717,398.9023,0.01676517,0.6601536,-0.02129707,0.7506415,0.04352106,1.177496,5.121098,
10923,4.312394,0,334.9016,0.1244181,398.8657,0.0176087,0.6734275,-0.01733837,0.7388401,0.04809303,1.439295,6.11604,
10923,4.413646,0,335.2079,0.1229104,398.8238,0.01733657,0.6878797,-0.01544622,0.7254533,0.2246713,7.345374,0.006976622,
10923,4.514334,0,335.5627,0.1223889,398.7867,0.01691358,0.6995093,-0.01629159,0.7142375,0.2536496,8.3702,0.002109939,
10923,4.615439,0,335.958,0.1222686,398.7621,0.0167852,0.7065666,-0.01690996,0.7072453,0.06727403,2.21604,8.869327,
10923,4.7157,0,336.3813,0.1204352,398.753,0.01622282,0.7094786,-0.01645996,0.7043481,0.06864041,2.343254,9.329681,
10923,4.815827,0,336.8103,0.08471526,398.7491,0.006198105,0.7111406,-0.006287478,0.7029944,0.1075397,9.636566,-0.0001503005,
10923,4.91827,0,337.2404,0.04107257,398.7441,-0.00598169,0.7120641,0.006036893,0.7020631,9.337868,2.361878,-6.279707E-05,
10923,5.01942,0,337.668,0.0488106,398.7376,-0.003834765,0.7122766,0.003880866,0.7018778,9.24324,2.336503,-2.216516E-05,
10923,5.120336,0,338.0913,0.05788385,398.7313,-0.001254961,0.7123427,0.001280025,0.7018296,9.144011,2.308958,1.28051E-05,
10923,5.220749,0,338.5102,0.05745531,398.725,-0.001367255,0.7123607,0.001390286,0.7018108,9.048914,2.285134,5.011791E-06,
10923,5.321651,0,338.9248,0.05582054,398.7188,-0.001849275,0.7123651,0.001876332,0.7018042,8.95545,2.262047,-1.54444E-06,
10923,5.423336,0,339.3351,0.0557507,398.7127,-0.001882341,0.7123666,0.001910262,0.7018024,8.863247,2.238798,-8.191779E-07,
10923,5.523498,0,339.7412,0.05604982,398.7066,-0.001798596,0.7123672,0.00182578,0.7018023,8.771976,2.215661,2.104855E-07,
10923,5.624946,0,340.223,0.05610162,398.6994,-0.001786064,0.7123674,0.001813017,0.7018022,8.663636,2.188284,1.246665E-07,
10923,5.725281,0,340.6199,0.05607425,398.6935,-0.001799542,0.7123674,0.001826607,0.7018021,8.574388,2.165755,-5.18336E-08,
92568,8.087078,0,333.6351,0.05793544,398.8519,-0.002200808,0.6313946,0.001791954,0.7754565,0.1432395,0.03118537,1.965732E-10,
92568,8.184758,0,333.6351,0.05569388,398.8519,-0.001822648,0.6313955,0.001484051,0.7754574,0.00381016,0.0008294,8.619125E-12,
92568,8.286799,0,333.6351,0.0573485,398.8519,-0.001968791,0.6313952,0.001603037,0.7754571,0.02877661,0.006264501,1.494117E-11,
92568,8.387466,0,333.6351,0.0578891,398.8519,-0.002079811,0.631395,0.001693405,0.7754568,0.001554756,0.0003384768,-9.687439E-12,
92568,8.495579,0,333.6351,0.05766552,398.8519,-0.002059695,0.631395,0.001677044,0.7754568,0.006284996,0.001368258,-1.142181E-11,
92568,8.597057,0,333.6351,0.05749259,398.8519,-0.00202446,0.6313951,0.001648359,0.7754568,0.00170644,0.0003714906,-1.835339E-12,
92568,8.705067,0,333.6354,0.05750803,398.852,-0.00202046,0.6313951,0.001645103,0.7754569,0.03801395,0.008275591,-2.114758E-11,
92568,8.808261,0,333.6449,0.05752924,398.8539,-0.002000842,0.6314119,0.001629509,0.7754433,0.3504494,0.07629423,2.639722E-08,
92568,8.908343,0,333.6766,0.05744079,398.8605,-0.001949817,0.6315176,0.001588561,0.7753575,1.015048,0.2210195,1.159071E-07,
92568,9.009948,0,333.7459,0.0572736,398.8748,-0.001898371,0.6315407,0.001545876,0.7753389,1.957191,0.4261736,-1.997495E-07,
92568,9.110955,0,333.8632,0.05707328,398.8991,-0.001866713,0.6315457,0.001520343,0.775335,3.066936,0.6678153,-1.361435E-07,
92568,9.211691,0,334.0322,0.06809629,398.934,0.005876739,0.6314566,0.004046649,0.7753784,0.01317472,4.499037,0.04508392,
92568,9.312753,0,334.2384,0.1075464,398.9778,0.0259298,0.6308998,0.008072034,0.775389,0.1099718,5.004861,0.1657857,
92568,9.413498,0,334.4736,0.1159483,399.0271,0.02139099,0.6313094,-0.005140968,0.7752189,0.1657684,5.713768,0.07962716,
